title,video_id,channel,chunks_punctuation
THE CLIMATE APOCALYPSE IS HERE | The Kyle Kulinski Show,plzrk_A2uqQ,Secular Talk,"the Heat and the heat amplifies the drought. so let's talk about just how hot it feels like, and you can see these numbers, Rebecca. I mean up to 120° right now in parts of Mexico and Central America. in Texas, close to 110°, if not more, in Brownsville and across the State of Florida. it's actually a picnic compared to the rest of the area right now. now it's starting to affect corals already and we saw last year the worst Coral bleaching event in history. this is a product from Noah coral reef watch. it gives us a watch up to a warning, up to an alert where we might see Coral bleaching and if you zoom in on the keys, most of the keys already under a watch and then some of the keys also already under a warning but not quite alert level yet. we're hoping it's not as bad a bleaching season as it was last year, but it is possible if this heat continues. so, as the they pointed out there, Mexico City could run out of water in a month unless it rains. recorded heat in New Delhi hit an all-time record: 52.3 de CS, that's 126° fah. today, 126 degrees fenhe in India, a new record. the world is still only at 1.1 degrees above pre-industrial warming and may Al and may go as high as 2.4. South Asia will become literally unlivable, many areas of the Middle East as well, literally."
THE CLIMATE APOCALYPSE IS HERE | The Kyle Kulinski Show,plzrk_A2uqQ,Secular Talk,"unlivable, and it's happening faster than we ever thought. every time I read an article on this, it says the same thing. it looks like what's happening is actually worse than the worst predictions that climate scientists had made not that long ago. by the way, buckle up for the hurricane season this year, bro. this is going to be a wild one. this is going to be a [ __ ] wild one, all right, and then, finally, I'll give you this: majority of us voters back legal action against Big Oil. a majority us voters support civil lawsuits against fossil fuel companies for their role in creating the climate crisis, while roughly half support criminal charges. the poll results uh released Tuesday indicates support for the dozens of civil cases brought against Big Oil currently in US courts, many of which were brought by municipalities or states. in a sample of over 1,000 respondents, 62% of likely voters said that they supported legal accountability for oil and gas companies for their contributions to climate change, including 84% of Democrats and 40% of republic Republicans. voters strongly want to see companies held accountable for their harmful actions. these national uh findings show these cases may be able to earn popular support, particularly in blue jurisdictions. public interest groups have supported the civil cases and pushed for the US Department of Justice to also take civil action against fossil fuel companies, which the lawsuits uh generally argue spread disinformation about."
THE CLIMATE APOCALYPSE IS HERE | The Kyle Kulinski Show,plzrk_A2uqQ,Secular Talk,"the climate consequences of their product for many decades and continue to block substantive climate action. the case against big oil has been strengthened by improved attribution science, which can show the links between climate change and extreme weather events such as forest fires. many experts draw comparisons to lawsuit once lawsuits once brought against big tobacco. the uptake and legal activity is by no means unique to the US. there are thousands of lawsuits against fossil fuel companies around the world. yet the new poll does touch on an emerging idea among American experts. in addition to its broader findings, data for Progress found that 49% of likely voters support criminal charges against Big Oil, 68% of Democrats and 32% of Republicans, while just 39- 39% of POS idea. so even a it support criminal charges against Big Oil. you want to know why people aren't [ __ ] dumb? yeah, big oil's bombarded us with propaganda for a long time about how actually the climate's not changing at all, or actually, if it is changing, maybe it's a good thing and actually maybe it has nothing to do with with people and it just happens naturally in a cycle or so. something solar flares, whatever, bro, people aren't buying it. they know you're full of [ __ ]. they know they did this. they know. they know that you knew the consequences. they know you lied and you lied on purpose. some of the same people who argued"
THE CLIMATE APOCALYPSE IS HERE | The Kyle Kulinski Show,plzrk_A2uqQ,Secular Talk,"that that cigarettes don't cause lung cancer, are the same people who are arguing that climate change is nothing to worry about, or yeah, it's happening, but it's got nothing to do with people. so people see through it, they see through you. and now we're at the point where everybody realizes just through their anecdotal experience, like, yeah, the climate is [ __ ] changing [ __ ] the data. they don't even need to see the data they're like. I see it in my own life. I can see it moments like now. uh, really highlighted, doesn't it? hey, y'all do me a favor and like And subscribe. it helps out big time in the algorithm. click the Bell as well for notifications when videos Drop and watch that video on screen right now. you know you want to."
SCORCHING Heat &amp; Flooding Keeps Shattering Records | The Kyle Kulinski Show,FERI1uPlYBs,Secular Talk,"all right, guys, I'm sure many of you have been seeing um all of these terrifying stories about these uh weather records that have been shattered, and I'm I swear every day. now I see a new one. right, I see a new one. so shout out to um yellow dot Studios. uh, I guess it's a nonprofit media Studio from Adam McKay and uh, what they did is they compiled for the week of June 22nd. they compiled all of like the extreme weather events that happened, and when you see him back to back to back to back to back, it really paints a devastating and terrifying picture. so here, let me, let me show you this. I'll mute it because it's got some music with it, but anyway, uh, week of June 22nd, 2024. this is ma Spain. um, an entire summmer Summer's worth of rain in 20 minutes. bro, it was, it was was storming Niagara Falls on their head in 20 minutes. this is insane. uh, June 12th, it was 125 degrees fah, the hottest June day ever recorded in Mexico in history. okay, here we have- I'm sure you all saw this- the flooding in Miami Florida. there was horrible flooding in Miami Florida. um, Jesus, I don't even know how much in terms of Damages, how long it's going to take people to clean up and, by the way, a lot of these people who just got flooded again, they had just recovered-"
SCORCHING Heat &amp; Flooding Keeps Shattering Records | The Kyle Kulinski Show,FERI1uPlYBs,Secular Talk,"from a previous flood. we all know Miami is in trouble when it comes to climate change and sea level rise and I mean, I've been in places that are, like you know, islands that are just off the coast of somewhere, like I've been to the those islands just off, like North Carolina, and whenever it rains, like the [ __ ]- just always floods. now, imagine a really big rain event for an extended period of time. it's so easy for everything to just flood and that's why you have some regulations in some places where the, the houses kind of have to be up on stilts. well, a lot of places don't have, don't have those tilts, you know they don't have the regulations. uh, they happen to be in a flood zone but like, maybe just barely off the edge of where you're legally required to have, you know, certain, it built a certain way and so many people just, and sometimes that stuff doesn't even matter because you flood anyway. right, that's what happened in Miami. all right, this one here is June 15th. another, uh, Mexican place that flooded: solidad Columbia, June 15th. same thing. there's the Ivory Coast flooding. this is a place in China that was flooding on June 16th, horrible flooding. here we have New Mexico: 8,000 residents were ordered to evacuate from ruid Doo, New Mexico. they had wildfires there. they also had a haboob. you guys know what a."
SCORCHING Heat &amp; Flooding Keeps Shattering Records | The Kyle Kulinski Show,FERI1uPlYBs,Secular Talk,"haboob is. it's like a dust storm- they had one of those and I think it was New Mexico and Arizona as well- like sort of close in line with the um, with the storm and with the wildfires is like Day After Tomorrow type stuff. here we have in Sumatra flooding, horrible flooding. in China, more horrible flooding. we got to talk about this one. as of June 20th, more than 1,000 people have died on the pilgrimage to Mecca because the temperature reached 125 degrees Fahrenheit in Mecca, Saudi Arabia. this was as of June 20th. I'm talking to you now, a few days later. the last number I saw was over 1300 people have died simply because of the excruciating heat in Mecca, Saudi Arabia. they couldn't get relief from it. they couldn't get relief from it. they're just dying because it's too hot. we're at the point where a lot of places are very soon going to be uninhabitable. I've showed you guys that article a million times where they say by 2050 or by 2100, many Middle Eastern places will be completely and utterly uninhabitable cuz humans just can't live there anymore, cuz it's too hot for humans to be there. I know India has been struggling not only with the massive, massive, endless heat, but also in some places, basically a water shortage. you see people like really fighting for a water when a water truck comes, they're really fighting each other to try."
SCORCHING Heat &amp; Flooding Keeps Shattering Records | The Kyle Kulinski Show,FERI1uPlYBs,Secular Talk,"to get some of it, because they're [ __ ] dying without it. man, this is all here right now. this is here right now and, uh, if you think it hasn't gotten worse, I got a [ __ ] bridge to sell you, bro. I got a bridge to sell you. oh, it's just the weather, and it's hot and the summer, and that's just what these are. this is the world. it's a record for this: warmest June on on record. it's uh, May was the same thing. you've all seen the graphs, you've all seen the charts. you've all seen like history, it's like this, and then, within the past decade, it's like it just shoots straight up. we've all seen it. it's not fake, that's real, and there are massive consequences for that: Wars over water, famine, drought, flooding. you have more extremes all over the map as a result of climate change and that's what we're currently witnessing. this was in France: flooding in France. 80% of the US population is experiencing temperatures of 90 degrees Fahrenheit or higher this week. yeah, there's a heat Dome, as they called it, over the Northeast, in the Mid-Atlantic. um, and everybody's just roasting, bro. world record, uh, heat for this June, the hottest June ever on record. an ominous sign: June is likely to once again break the global temperature record record set last June. yeah, I mean again. every time the experts look at it, they're."
SCORCHING Heat &amp; Flooding Keeps Shattering Records | The Kyle Kulinski Show,FERI1uPlYBs,Secular Talk,"like, oh, it looks worse than the worst case scenario now. by the way, they said, since what? do we have a linia year? was it linia or El Nino? we had one of them and they said, because of that, things were hotter, right, um, but the experts are expecting the temperature to actually get cooler next year. if it doesn't do that, we are so far gone beyond [ __ ], like we hit a point of exponential warming and there's, just like now it's the rapid phase, right, I again, I don't think people have truly grasped and don't truly understand, like we've been the Frog and boiling water this entire time and now the [ __ ] water is boiling homie, like it's already, like it's already too late, type [ __ ]. it's crazy. it's crazy. I mean, you want to talk about Net Zero? we should have been on Net Zero. we should have been totally transitioned to green and renewable technology and no fossil fuels and all that. and it should have been [ __ ] 10 years ago, right, anyway, there you have it. that's just uh, some of the the video just from this week, bro, just from this week, the uh extreme weather events. so I'm sure you've all seen it, I'm sure you'll continue to see it. but this isn't anecdotal. this isn't, like you know, my a self- selection bias on my part, or confirmation bias. I we're"
SCORCHING Heat &amp; Flooding Keeps Shattering Records | The Kyle Kulinski Show,FERI1uPlYBs,Secular Talk,"simply just seeing more out of this world type weather and uh Lord, help us, cuz we're certainly not moving fast enough to try to fight back against climate change. hey, y'all do me a favor and like And subscribe. it helps out big time in the algorithm. click the Bell as well for notifications when videos Drop and watch that video on screen right now. you know you want to."
Obama OMITS His Failure In Smug Climate Speech | The Kyle Kulinski Show,i0aAuxML74Q,Secular Talk,"so you had this big climate change conference happened recently in glasgow and um barack obama stopped paris- parasailing- is that the word? i think that's the word. parasailing with billionaires for five and a half minutes, um, in order to give a speech. now, if anybody knows how to give a speech, it's barack obama. you're going to see what he says here. then, when we come back, i'm going to talk about his record and what he actually did. you've been bombarded with warnings about what the future will look like if you don't address climate change and meanwhile, you've grown up watching many of the adults who are in positions to do something about it either act like the problem doesn't exist or refuse to make the hard decisions necessary to address it. you are right to be frustrated. folks in my generation have not done enough to deal with a potentially cataclysmic problem. that you now stand in here vote like your life depends on it, because it does. i recognize that a lot of young people may be cynical about politics, but the cold hard fact is we will not have more ambitious climate plans coming out of governments unless governments feel some pressure from voters. yes, the process will be messy, i guarantee you. every victory will be incomplete, but if we work hard enough for long enough, those partial victories add up. where do i start with this one? he says i understand."
Obama OMITS His Failure In Smug Climate Speech | The Kyle Kulinski Show,i0aAuxML74Q,Secular Talk,"young people are cynical about politics. gee, i wonder why that is. you want to know why that is? look in the mirror. i remember when obama won in 2008, i teared up. i teared up because i thought, oh, we're gonna get out of all the wars. we're getting out of all the wars. that was actually the main reason why i ended up voting for him in the primary. uh, i originally i wanted john edwards- yikes, knowing everything that happened since then, but he was running as the furthest left candidate. and then, when it came down to him and hillary- at the time, people remember hillary was running on single-payer health care, and so i- i really valued single-player health care, but obama- hillary- had voted for the iraq war. obama had criticized the iraq war, and so i thought the iraq war was really a defining feature in my political evolution, and so i thought i got it. i got to pick obama. i have to- and so i voted for obama. i thought it teared up. when he got elected, i think i thought we're finally ending the wars. he didn't end them. i'm cynical about politics because of you, and actually, to be fair, i wouldn't say i'm cynical. a lot of people are cynical and i understand that perspective, i'm more skeptical. i still think change is possible. i just think it's really difficult. but he's the one who made people both."
Obama OMITS His Failure In Smug Climate Speech | The Kyle Kulinski Show,i0aAuxML74Q,Secular Talk,"skeptical and cynical. if you went: oh, this guy, we thought he was going to be fdr 2.0. we thought he was going to really really bring about change. instead, he went the path of bill clinton. he was a new democrat. he triangulated, he said: i'm above the fray. and he did all these and he even said it himself at one point in an interview. i remember because we showed the clip a thousand times- but he said: um, you know, if i was, if, if, decades ago i was in politics, i'd be called a moderate republican. that's right and that's the problem. we thought we were getting fdr and we got bill clinton 2.0- absolutely devastating. then i love this part. he says you need to pressure politicians. oh, we do. we need to pray. but when we do that, you turn around and say: hey, stop the purity tests. why are you purity testing? stop purity testing. he had a famous line: don't let the perfect be the enemy of the good. that was a barack obama line. that contradicts the idea. oh, you have to pressure politicians to do better. the second we do that, you turn around and say: don't let the perfect be the enemy of the good. shut up, shut up, move along, let the adults handle this. look. the worst part of that is that he's given this speech. it's soaring rhetoric. this is how we save the world, and"
Obama OMITS His Failure In Smug Climate Speech | The Kyle Kulinski Show,i0aAuxML74Q,Secular Talk,"all this stuff, he's completely omitting his own record. throw up, uh, the article here which will put in perspective what barack obama really did. obama takes credit for us oil and gas boom. that was me, people. he took credit for the oil and gas boom. tell me how you square that circle in your mind. former president obama. tell me how you do that. how do you go from? i'm the- you know, i'm the- anti-climate change crusader. how do you square that with? when i was in office, i was bragging that we went further in the direction of endless fossil fuels, which is, of course, the main problem. i don't know now. listen, that was his rhetoric. what do real experts in climate scientists say about the current state of where we are when it comes to climate change and what the solutions are moving forward? take a look at this and, kevin anderson, can you say specifically what exactly does the science suggest? uh, these biggest emitters, uh, the us and and china- should be doing well. we have to. we're in such a a desperate situation now. we have been 30 years- 31 years now- since the first major report on climate change, and emissions have just been going up year on year. we now have very little emissions space left. so the sorts of announcements we need to be hearing are things like no more fossil fuel development and the rapid phase out."
Obama OMITS His Failure In Smug Climate Speech | The Kyle Kulinski Show,i0aAuxML74Q,Secular Talk,"of fossil fuel use within um with, particularly within the wealthy countries. if you just take our 1.5 degrees c commitment and you, you recognize the difference between what are called developing country parties in the paris agreement and developed country parties, so the richer and the poor parts of the world- then for the richer parts of the world, if we are to deliver on our 1.5 degree c commitment, then we need to be zero emissions from energy by around 20- 30 if we want to an outside chance of 1.5 by 2035. now that sounds impossible, but that is. we are in this situation because we have listened to these world leaders, give us their vacuous talks for years and then go home and do absolutely nothing. and but biden and obama demonstrate that, with obama demonstrated in the us before, biden's demonstrating it now. um, and obviously trump in between. well, you know less than about him, the better perhaps, but we've seen this in virtually all the world leaders. it's not just the us, it's the, it's the eu, it's the uk, it's japan, it's australia. there is no leadership within any of the progressive countries and, to be blunt, you know, china is is really reflecting that absence of leadership when it comes to climate change as well, the best line out of there was when he said: we've been seeing these politicians do vacuous talks for years, and then they go home and"
Obama OMITS His Failure In Smug Climate Speech | The Kyle Kulinski Show,i0aAuxML74Q,Secular Talk,"do absolutely nothing. so, in other words, they show up at these- uh, you know, climate change conferences and they grandstand and they posture a posture. is that the word i'm looking for? that's not the word i'm looking for. maybe it is the look for whatever, it doesn't matter. they get on their soapbox and they act like here's what we need to do, and i'm the adult in the room and i'm gonna lay it out, i'm gonna be a truth teller, uh, and then they go home and it's [Music]: did we get the paris climate agreement? sure, was the paris climate agreement, even if it was upheld perfectly. is that enough? absolutely the [ __ ] not, which is why this is so, so frustrating. they literally did this symbolic thing at this gathering, where they flipped a coin hoping for good luck. that is way more in line with the way that we tackle this problem than anything else. there's no real talk about the actual solutions. you gotta be, you know, you gotta. he said: start phasing out fossil fuels right now. definitely no more fossil fuel development. this is what the expert is saying. and then, by 2030, we gotta- you know, let's go. we gotta totally build up renewables and green technology. that's not me saying it, that's him saying it, and i think he's correct because he knows what he's talking about. and, by the way, if we weren't such idiots,"
Obama OMITS His Failure In Smug Climate Speech | The Kyle Kulinski Show,i0aAuxML74Q,Secular Talk,"and if corruption wasn't such a big problem- big oil has bought our system. here we would look at the, the next generation, as an opportunity, because you're going to eventually have these inevitable patents. and in the field of renewable technology, you know we could lead the world or we can lag behind the world, and clearly it looks like we're just going to lag behind the world, but honestly, the rest of the world doesn't do much either. so we're all going to be [ __ ] together. we can hold hands and sing kumbaya as the penguins catch on fire. so it's, it's just an absolute mess man, and he just gaslights us so hard when you go out there. it's not enough to just pretend like. i believe in the proper things, i believe in the right things. here's the list of the good things i believe, and i'm for good things and my opponent is for bad things. what are you gonna do about the good things you supposedly believe in, the good things you claim to believe in? what are you gonna do? what are you gonna do? i care about action, i care about action. you could talk all day. it doesn't mean. dicky mcgeez acts at the end of the day, and that's the democratic party, you know we'll say the right things occasionally, but then substantively we'll propose a half measure and then we'll water that down to be a half."
Obama OMITS His Failure In Smug Climate Speech | The Kyle Kulinski Show,i0aAuxML74Q,Secular Talk,"measure, of the half measure, and then ultimately we'll say we can get anything done because we got a couple right wing democrats who just kill everything. vote for us in the next election. do your [ __ ] job. how about that? hey, y'all do me a favor and like and subscribe. it helps out big time in the algorithm. click the bell as well for notifications when videos drop and watch that video on screen right now. you know you want to."
Trump: It&#39;s Cold Out So Global Warming Isn&#39;t Real,fuNM-SoOdQ8,Secular Talk,"Donald Trump couldn't help himself on a cold day last week in the Northeast, so he took to Twitter and he said: in the East it could be the coldest all in caps New Year's Eve on record. perhaps we could use a little bit of that good old global warming that our country- but not other countries- was going to pay trillions of dollars to protect against bundle up. so, uh, you know, no, he hasn't evolved, he hasn't grown up, he hasn't become less dumb. from his tweet from years ago where he said climate change is a Chinese hoax. that's what he say. tweeted that climate change is a Chinese hoax. he hasn't. he still believes that. that. that's what that tweet tells me right there. he still believes it. and he's also too dumb to get the difference between weather and climate. he doesn't get that. you know what weather is weather as you look outside, whatever, whatever's going on that day, hey, it's cold today. that's called the weather. you know what climate is. it's the pattern of the weather. so you look at the macro picture, not the micro picture, but to see this is what they do, you go: it's cold one day. you're North Dakota. climate change is fake. well, no, if you look at the trends, the trends are crystal clear. the greenhouse gas effect is increasing. we got over 400 parts per million in terms of carbon dioxide in the"
Trump: It&#39;s Cold Out So Global Warming Isn&#39;t Real,fuNM-SoOdQ8,Secular Talk,"atmosphere. the hottest three years on record have been in the past five years, you know. and, by the way, there's a reason why people now refer to it as climate change, because everybody agreed, the scientists agreed. hey, global warming is a little misleading because it's not just that, you know, the world is getting warmer, it's that the climate is changing. so some places that used to be, you know, a piping-hot are gonna get cooler. many places that used to be cooler are gonna get hotter. you're gonna have an increase in natural disasters, a rise in sea levels, a spike in food prices. you have wars over water at some point will be coming. and every time I read about climate change, the scientists say, oh, this is worse than the worst case scenario that we projected a decade ago. that's what they say. but this idiot goes at science. Mayans, did you know that there was a meta-analysis done of every peer-reviewed climate science article, and it's been done a few times now, but it's somewhere in the ballpark of ninety-nine. point eight or 99.9% of all peer-reviewed studies on climate science come to the same conclusion: yes, climate change is happening. yes, it's largely man-made and we need to do something about it immediately. so even when people get that stat of 97 percent of scientists agree that. don't even use that stat, because that's that's an old stat and that's just a survey."
Trump: It&#39;s Cold Out So Global Warming Isn&#39;t Real,fuNM-SoOdQ8,Secular Talk,"of scientists opinions. I don't give a [ __ ] about anybody's opinion. I care about what the data says, what the studies say, what the empirical evidence says, and that, under cells, the effect of climate change, in the reality of climate change, it's like ninety nine point eight or ninety-nine point nine percent of the actual peer-reviewed Studies on it. so that's the real fact that matters. but no, he doesn't care, he doesn't know, or he doesn't care, or both, I don't. it's cold out. so Donald Trump is your idiot. you know dumbass family member at the Thanksgiving dinner table who, like watches Hannity and think he thinks he has the world figured out. we all know that person, everybody knows that person. you know of the [ __ ] family member who's super far right-wing and they're so. reaction: they haven't answered everything. every boom here's. here's my stock [ __ ] response to whatever thing you just brought up. that's Trump. is that guy? Trump is the guy. I watched Fox and Friends for three hours a day so I figured it out. tremendous, believe me, I know everything. that's Trump and he's the [ __ ] president and is the guy who destroyed the Paris climate agreement and, by the way, even though effect or we were gonna spend trillions of dollars to stop this. this is such a dumb point brought up by Donald Trump and other Republicans in regards to the"
Trump: It&#39;s Cold Out So Global Warming Isn&#39;t Real,fuNM-SoOdQ8,Secular Talk,"Paris climate agreement, they go. this is harder on the US than it is on other countries, so why would we agree to this? you do know the us is one of the top emitters of greenhouse gases, by definition. any agreement would have to be more strict on the US because we bit more the [ __ ]. that's like somebody who's a multi-billionaire saying: I can have to pay millions in taxes. this is terrible. I have to pay millions in taxes and they're going. why doesn't the guy that make $30,000 a year have to pay millions in taxes cuz he makes $30,000? you guys have [ __ ] millions on to pay in taxes. that's the same argument they're making with the Paris climate agreement. oh, I can't believe. we have to pay. we have to do more than any other country. this is outrageous. [ __ ]. Bangladesh doesn't have the same number of emissions. you [ __ ] gargantuan [ __ ]. you are colossal II. stupid you're. it's embarrassing how stupid you are. you are an embarrassment to this country. it is disgusting because he's so sure of himself, too, he tweets us. you could see the [ __ ], [ __ ], eating, eating grin on his face as he's tweeting this nonsense. whoo, it's cold out. climate change is fake. do you not realize how you look like the biggest [ __ ] on the planet to every other modern country?"
Trump: It&#39;s Cold Out So Global Warming Isn&#39;t Real,fuNM-SoOdQ8,Secular Talk,"it's so. it's not just every other modern country, every other country period. you know who was it? it was like Nicaragua and Syria were the only two countries that didn't originally sign on to the Paris climate agreement. why? well, I think it was Nicaragua who said, no, we want, we want to do a stronger agreement. this doesn't go far enough, we have to go further. that's why we're not gonna sign on to this. we want to do more. and Syria didn't sign on to it because they were in the middle of a [ __ ] civil war and they didn't have a representative at the table to do it. but now even they signed on to it. the Nicaragua's like, okay, I guess you guys aren't serious and you don't want to really do this the right way. so fine, well, sign onto it. and Syria is like, hey, here, now we actually have a representative there. of course, we're in favor of this. so the you it's. we're uniquely unscientific and it's not a [ __ ] coincidence that this entire Republican Party is bought and owned by big oil. you look at the contribution numbers. don't take my word for it. you go to open secrets. you look at how much the oil and gas industry, the fossil fuel industry gives these Republican politicians and you'll find out. it's a, it's a convenient level of ignorance now, isn't it? you remember when Jim"
Trump: It&#39;s Cold Out So Global Warming Isn&#39;t Real,fuNM-SoOdQ8,Secular Talk,"Inhofe was in the Senate giving a speech about climate change and he said: hey, look, there's snow outside. he brought a snowball in from outside. that's what this guy did. he brought a snowball and said: see, snowed. I rest my case against climate change. come to find out. Jim Inhofe is the number one recipient of money from the oil and gas industry. Wow, pretty [ __ ] convenient. so don't get me wrong. some of these guys are true believers and kool-aid drinkers, but they're wrong because they've been bombarded with money from oil and gas and bombarded with the propaganda from oil and gas, so they believe a lot of the [ __ ] that's told to them by the industry in this unholy alliance. and the glue of it all is money in politics. but this unholy alliance is screwing over the next generation and, quite literally, the world. so this is, this is. it's just pathetic. your reactionary [ __ ] family member at the Thanksgiving dinner table is President. that's what this is, and I'll leave you with this one thing that you have to see. this was on Twitter. this was the best response to Trump's tweet here. it shows the Titanic sinking and it says Republicans on climate change, quote: if we're sinking, why are we hundreds of feet in the air. that's exactly the kind of dumbass logic of Trump in the Republicans when they look at a cold day."
Trump: It&#39;s Cold Out So Global Warming Isn&#39;t Real,fuNM-SoOdQ8,Secular Talk,"and they go gasps. climate change nonsense, fake, fake news. fake news is what this is. no, fake president is what you are."
Parts Of The Persian Gulf Will Be Too Hot For Humans By 2100,9NBf4xvZPYw,Secular Talk,"the Associated Press is reporting on another mind-blowing symptom of climate change. a new study in the journal Nature says- quote: if carbon dioxide emissions continue at their current Pace, by the end of the century, parts of the Persian Gulf will sometimes be too hot for the human body to tolerate. how hot the heat index, which combines heat and humidity, may hit 165 to 170 degrees. that's so hot that the human body can't get rid of the Heat. the elderly and Ill are hurt most by current heat waves, but the future is expected to be so hot that healthy, fit people would be endangered. Health experts say, all right, that's incredible. now they go on to say that obviously it's not you know, 24 hours a day or whatever it's for, I think, six to seven hours, midday at times, certain times of the year or whatever. but uh, this is somewhat unprecedented and it's directly because of the Greenhouse Effect and directly because of climate change. guys, it's not that far away, like oftentimes when we discuss climate change or when we used to discuss climate change, it was this thing that that we talk about as if you know great, great grandkids around that time. that's when they'll start to see the beginning of all the problems. now I think the problems are happening right now, when, whether you look at the increase in wildfires and the Midwest and the west in the United,"
Parts Of The Persian Gulf Will Be Too Hot For Humans By 2100,9NBf4xvZPYw,Secular Talk,"States and, I'm sure, elsewhere, whether you look at the increase in other kinds of natural disasters, whether you look at the increase in drought and stuff like that, it's happening already and it's it's time that we act on it. but I feel like, no matter what the [ __ ] happens, we can't get our [ __ ] together enough and we can't get the world on board enough, or even our own government, where we we treat the problem for what it is and we really move in a different direction when it comes to our energy source. now, I always find it hilarious when people on the right argue that you know, this is going to hurt the economy and we got to be practical and that's why we can't do dick about it. no, no, no, no, no. if anything, the opposite will happen. if we have a green technology boom and we have to redo the infrastructure in all countries with green technology and renewable energy, there's going to be nothing but economic upsides to that. how do you not see that this entire blossoming new industry that we need to implement in all these different places, obviously there's tremendous upsides. obviously many jobs are going to be created. obviously it'll help with wealth creation, this idea that you know, oh, since we have to move off of the Old Guard, it's a problem, because it just is. whenever you move off the old"
Parts Of The Persian Gulf Will Be Too Hot For Humans By 2100,9NBf4xvZPYw,Secular Talk,"guard. I mean that's like saying we gotta stick with horse and Buggies and [ __ ] the cars, you know, uh, hey, man, we're. but there's so many people whose jobs are tied to the horse and buggy and we're so used to it. and I mean what should we have stuck with the landline when the cell phone came along? and should we have stuck with the, the Save By the Bell, Zach Morris [ __ ] brick phone when they came along with the flip phone? and should we have stuck with the flip phone when they came along with the newer smartphones? it just there's no argument for it, and the only people making those arguments are people that are bought off by, uh, the oil companies and the fossil fuel companies, or people who are just ignorant and useful idiots. and I don't it's. I feel like, no matter how many times I report the most incredible stories, we still don't move quickly enough down the right Road on this, and it's not an excuse anymore to say um, but, but in the end, but China, I mean, what kind of a [ __ ] show if they were, if they randomly legalized murder, what? what is that we say? I mean, what are we gonna do? India chive a murderer. we got a murderer. it's a murder. India, China, that doesn't mean anything, just [ __ ]. the Charlie Brown [ __ ] is."
Parts Of The Persian Gulf Will Be Too Hot For Humans By 2100,9NBf4xvZPYw,Secular Talk,"what I hear when people say [ __ ] like that. no, we know that we have a tremendous problem here. we know we have the ability to do the right thing if we just put our mind to it and get the money out of politics and end the corruption in the fossil fuel industry having its tentacles on everybody. so it's time to [ __ ] do it. they're saying, by 2100, no matter what we do now, parts of the Persian Gulf uninhabitable. uninhabitable, I mean: good, you have if you have AC, so maybe you won't die immediately. but imagine some places where people are living and the AC goes out. you're just gonna die. you're just gonna die. this is what we're talking about. it's already pretty [ __ ] hot there. they're saying it's going to get hotter. we'll see. man, how many more stories do we have to do? whether it's the trillions of dollars that the cleanup from climate change will cost, or whether it's other things, no matter how outrageous or Incredible or unbelievable the facts are, we drag our feet. let's stop dragging our feet and let's do the right thing, because we have to do it."
Will People Take Climate Change Seriously When Lots of People Die?,tNVehJsjysE,David Pakman,"I was thinking the other day about what it would really take to get people to care and activate around climate change. And it's tough because climate change is the sort of invisible force, right. There aren't that many physical signs that the average person can see that the Earth's climate is changing. The only physical signs will be, in part, through natural disasters like hurricanes or floods or droughts. And no matter how many times a scientist goes on the news to say climate change is real, people will probably not want to change the way they're. they live their lives because they like the way they live their lives for the most part. And Hurricane Sandy caused tens of millions of dollars worth of damage. Climate deniers said: ""Oh, it's a freak accident, right, That occurs every couple decades or so"". They'll probably mention another natural disaster in the 50s and say: ""Was climate change happening then too"". If the frequency were monthly and people were dying every month, would deniers be as easily able to deny climate change in this way? But then I thought even a ton of people dying wouldn't convince everybody. Attribution is really difficult. The events kill people, right. It's not climate- climate change amorphously- that is killing people. It's specific events And people aren't going to see: oh, climate change caused a thousand deaths, they'll see. oh okay, hurac, hurricane Lewis caused a thousand deaths, or whatever, and it will still be."
Will People Take Climate Change Seriously When Lots of People Die?,tNVehJsjysE,David Pakman,"easy to not accept climate change. So I don't really know, Lewis, what it will take to get people to really accept that climate change is a thing and that we're much better off dealing with it sooner than later. Climate change, arguably, has already killed many people, but much of the public doesn't see it that way. They just see an individual incident not in any way connected to broader changes in climate. is what's responsible, not climate change, Right? So you've got hurricane season. It could be a particularly bad hurricane season. Then you've got winter. Okay, There could be a lot of blizzards. uh, you know, maybe during, uh, whenever tornado season is, maybe that's really bad in in tornado alley. but I think, uh, you know, you're probably not going to start to see major change until those water levels around coastal cities start creeping up on the homes of millionaires and billionaires. Maybe then you'll see, uh, some people uh activating around this, maybe So. and the other factor that keeps people from really taking this seriously is that a lot of the solutions revolve around contracting, at least temporarily, your consumption and therefore the economy. It is very tough as a candidate to get elected by saying I will push policies of lower consumption and less economic growth in order to improve the situation for our environment. That is not a winning strategy in the United States. Yeah, definitely not. It's, uh, it's, it's."
